rating_no,,id,age_category,book_genre,rating_no,tokenised_text,n_tokens
2.0,232706,review_2045287117,Children,Popular fiction - fantasy,2.0,book perfectly fine fine ending shake expect child book,9
2.0,38380,review_470125869,Adult,Literary fiction,2.0,know actually hate book hate main character way book leave feeling annoyed,12
2.0,146134,review_2088063788,Adult,Literary fiction,2.0,actually feel well holiday read able time actually sit peace find head round unfortunately life general like try read chapter lunch busy office get disturb distracted guess mainly name place unfamiliar story line jump bit bit repetitive keep come stuff sure read,42
2.0,284977,review_3685529,Children,Popular fiction - fantasy,2.0,difficult pay attention despite zany illustration silly storyline feel connect story,11
2.0,2894,review_3216423949,Adult,Literary fiction,2.0,rd read book list book read meh ok think recently write dystopian book well,14
2.0,225554,review_1378589308,Adult,Literary fiction,2.0,dear prettie feminine persuasion let count blessing reality write dystopian clearly warning warning complacent government feasable truely distrube disturbing mothers crosse hand mother wonder refer child child woman child actually think butter moisterizer actually bother hell seriously hardly look butter refidgerator woman show rebellion hold hope sorry think vanity worth type circumstance preferance fact entire plot get girl battle harden fight woman equal civil right peaceful lot love shizuku,69
2.0,4193,review_464564914,Young adult,Popular fiction - general,2.0,feel bad like way see give star suppose affected gather completely bored indifferent happen,14
2.0,93625,review_1485008758,Adult,Literary fiction,2.0,truly misogynistic racist downright twisted thing read add bonus rampant pedophilia rape constant layer thinly veil fact moment true literary genius feel charitable make angry novel open promise ultimately stray far boundary basic human decency,35
2.0,119553,review_2773610352,Adult,Literary fiction,2.0,book enjoyable understand classic positive writing accessible captivate flow like fable get bogge detail somewhat excessive necessary understanding plot culture flow fairly easy follow fascinate cultural sketch different culture westerners examination interaction culture largely incompatible slow insidious subjection culture negative plot interesting story move exception incident decision participate execution decapitation messenger end main character play passive roll thing happen active decision character shape outcome way mirror real people sort big decision shape happen react thing happen particularly case tradition cover situation book character follow book examination tradition follow book character shape plot necessary bad thing good book people stick situation largely outside control case sort thing make plot riveting main issue book main character vile eat alive giant spider end reaction probably oh good find main character novel have life rip asunder colonial power devastating terrible person matter product culture relate perfectly likeable character obierika come mind immediately multiple time book think wish main character instead plus wife interesting like part actually believe book switch transition main character perfectly likeable character find book way father continually alienate drive dive headfirst alien culture destroy native culture engrossing character book point excessively crappy person standard judge base thing cultural bad western standard mutilate dead child spirit return okay dump critically ill father evil forest die bad spirit spread okay cultural fine standard culture arrogant quick anger violent domineering abusive family resentful way want occasion book character point thing like hey maybe terrible beating give wife utterly reason misunderstand happen want think admit fault manly excessive hey maybe participate execution foster son give kill blow beg help probably sort bad karma hey maybe pissy people take time need like guy forth reason give bad person father apparently like deeply debt position authority clan want like find reason compelling find ambition cause people bad thing people distasteful father like likable protagonist go book read unoka play flute refuse pay debt resent old son failure adequately provide world fall apart call interestingly flawed protagonist find flawed find abhorrent read book despite enjoy aspect hate hard read book tragedy destruction culture main character want destroy consider gigantic flaw think book try achieve,356
2.0,218488,review_1661721044,Adult,Literary fiction,2.0,book perplexing unique time writing style esquivel hook beginning like read glorify cookbook twisted magical tale strew young woman fall love soul mate deny marriage family tradition care mother die despite marry sister order remain close tita cope heartbreak thrust cooking recipe come alive family member relative eat oddly affect magic bring love novel beginning middle end get weird mexican cultural aspect novel create amazing story love end get sappy unrealistic practical magic sob story throw overall potential amazing novel end tragic literary failure,84
2.0,148888,review_1138055680,Young adult,Popular fiction - fantasy,2.0,underwhelme nice new time travel adventure feel attachment character understand plot go way will continue series,16
2.0,1086,review_320300044,Adult,Literary fiction,2.0,enjoy ability tell story tell find beginning book confusing read book think novel show happen right woman trample good treat woman child,22
2.0,187700,review_716995019,Adult,Popular fiction - crime/mystery,2.0,book terrible main thing go want book manage plow pretty quickly read keep kinda swap deem star star star book star come somewhat early try book benefit doubt major problem hear book see poster trailer movie plus know love mean bias usually hate love mean come preconceived expectation keep try judge book know go point rating jump star kinda meh territory momentary star rating disappear book go plain shitty stuff like diary alright think section combine handful flash narrative decent job dissect pretty standard disintegration romance time think plenty people include relate appear happen like smart strong lead mean turn psycho bitch pretty clichã trope guess female window dressing think main takeaway book feel like book clearly thought effort craft somewhat intricate plot say say storytelling device beginning give writing attention let overwrite mega flowery language let sure diary voice different possible let lay excruciatingly obvious clue practically hear author squeal glee hit big twist start plot squee clever big plot twist book run steam okay author congrat mastermind crime super brilliant twisted meticulous careful go cabin actually seclude hang couple complete stranger suddenly stupid realize conflicting story feel like author wing go dunno guess live lake house sure author realize come end plot need write word suddenly read random steam consciousness shit imaginable carefully craft crumble midwestern set fade away set soap opera character disappear main character change feeling randomness ensure painful chapter motive paper thin ugh big problem number mention big twist know big twist maybe chapter incredibly obvious big mystery try figure expect come people spend entire beginning book like amy leave treasure hunt degrees psychology amy thinking layer exact day craft treasure hunt course fake thing course presumably jerk super sweet frame definitely help tagline see movie poster maybe like side story truth big twist obvious people rave good book hold hope maybe layer peel nope zany randomness boring zany randomness somewhat engaging boring overrate predictable boring poorly craft,323
2.0,206103,review_72616002,Young adult,Popular fiction - fantasy,2.0,neverende story tell story actually enjoy book movie base get lot weird kind pointless glad read will pick,18
2.0,189588,review_173642144,Adult,Popular fiction - fantasy,2.0,want stress personal point view book like read book want feel good want happy want feel like great purpose read book case happily after book dark depressing think get attach likely die think show shred honor apparently like people corrupt dishonest people survive read person clothing armor appearance think go puke likely extra page set describe people wear look like people reaction react get news bran find father die bran care feel feel one fight war reaction impression whiny naive grow piss damn stubborn dur sp thing think deserve come give birth dragon nurse uh weird know purpose go winterfell thought ok treatment ah people despise substance character personality brain reason capture keep mouth shut tell send girl home avoid pretty gold hair oh love describe angry read part child hate hate portray trouble cause lady kill stop read book damn fault likable write likable lannister feeling lannisters set stone anytime want kill board throw wrench suppose figure come book adult dare sit end book encourage peace reason war start take dare feel go continue look go ruin sure point character point maybe perfect honor proclaim take home give life family maybe arrya way north ah favorite character damn try honorable wisely point win die,205
2.0,108424,review_2946654835,Adult,Literary fiction,2.0,not read see way detail chapter room lead keep wait something come extremely disappointed,14
2.0,163603,review_2113921839,Adult,Literary fiction,2.0,get well end ooof tough get redeem late reveal protagonist new relationship feel super creepy unnecessary,16
2.0,49468,review_1044570227,Adult,Literary fiction,2.0,start sarcastic comedic perspective quickly disintegrate ramble incoherent mess novel suppose intention buy hard read main character loathe world continue bounce place place apparently author league socialist head make bit sense consider novel boy utterly mad suggest read finally give shot stay far away,44
2.0,248757,review_2975733615,Young adult,Popular fiction - general,2.0,opinion sad book think sad kid bully family face problem read book stay away sad book realize lucky,18
2.0,141585,review_634452811,Adult,Literary fiction,2.0,think interesting part glad book think slow moving description want pull hair feel like watch know movie movie revolve talk volleyball yes feel description part book unbelievable worth discussion like ending opinion entire book little crazy,36
2.0,13461,review_1771265955,Children,Picturebook,2.0,book classroom math counting old child learn time talk different fruit vegetable eat nutrition importantly inquire cycle butterfly know book particularly care think page small read group child care illustration reason give star,33
2.0,53862,review_959466265,Children,Popular fiction - fantasy,2.0,meh badly write un entertaining place mishmash bad witch,9
2.0,99205,review_570652147,Adult,Literary fiction,2.0,beautiful varied narrative register cohesive structure depth rose eco problem truth falshood central theme,14
2.0,220242,review_548432993,Adult,Popular fiction - fantasy,2.0,series little confusing begin find suck instantly reason book awesome perfect introduction dazzling curious world people soul live outside witch clan roam sky armored bear reign flow strange matter call dust intrigue fascinate series book go downhill matter chapter plot get convoluted confusing painfully convenient begin wonder worth finish finish course book series read read book know end disappointed thing like introduction angel being pure light actually humanistic envy human have strong body experience mulefa learn see unbearably sad die yep basically alternately thing like fact angel sort wimpy end easy defeat power long come father pointless mission way shape form teach feel like purpose serve redeem way single character squeeze generic archetype yes mean single character villain book genuinely fear love hate suddenly turn fretful mother mission save daughter life suddenly care daughter give damn suppose feel sympathy certainly sad evil self disappear remain mischievous wily yes ultimately fall flat end pun intend believe angel power fall trick simple flatter lord honestly blank canvas book reveal motivation intent save destroy oppress oppress build huge villainous organization actuality want kill villain yes context book way villain exactly stifle freedom religion self expression hunky dory come power invention zealot enterprise entirety oh adore turn sappy lovesick puppy lovesick child make dumb decision wish include land dead whatsoever make sense epitome clichã unnecessary pointless harpy oh wicked beast span possibly page hero pull hair pun intend fact lovey dovey quickly nauseate read cute yes obvious build nauseate holy hell earth shatter love play survival universe pullman cheap eye roll have read feeding berry bad have sit makeout sesh sinful profess love make honestly read sex misread make super weird frankly downright gross wish abandonment catalyst act gut wrenching painful surprised end development find travel away good people plot point turn matter whatsoever attack cliff ghast probably ordeal president hair steal bomb chaos ensue scenario pointless poor father buildup tension save herrrrrr storyline remedie quick word chop hair throw world disaster avert care read entire chapter craziness reason care oh wait matter apparently kill powerful angel drag abyss glad seemingly insignificant plot contrivance come big plot contrivance slay slayer dun free world rejoice stuff building lyra relationship brutally snuff blink eye mean let way crap oh yeah forget literally save page book time care place problem book get tired try think read time able remember honest know want read book frustrating,398
2.0,168683,review_2437899404,Adult,Literary fiction,2.0,resolution catchup classic good start hate like popular book start wonder miss complete dud problem way story tell special kind person call stream consciousness word hear go trough main character head concept story remind form abrupt end story hit hard imaginary diary stir feeling tiny bit holes story frustrating wait hear explanation question bother background event answer unbelievable believe kind dystopian society appear territory long big military force nato people take meekly little resistance modern woman loose right property voice think bow punchline book feel like write shock value,89
2.0,203351,review_2041605458,Adult,Literary fiction,2.0,say classic book everybody want read want read apply historical novel page wordy philosophical tract small dose historical novel utterly pale comparison tower work genre like claudius historical novel fantasy base people real invent despite fictional aspect insight life time era novel base get sense novel book classic want think semi literate philistine rate book star instead,57
2.0,200427,review_1363517444,Adult,Literary fiction,2.0,thank audio edition stretch get upset little original plot scenario diversity consciousness mankind,13
2.0,177248,review_3272910588,Adult,Popular fiction - historical,2.0,half mark want like wh struggle follow simple conversation know talk struggle remember lot happen,15
2.0,65841,review_2380967204,Adult,Literary fiction,2.0,sure expect maybe story like folktale like like long draw end tale maybe suppose like folktale kind keep take different direction get main character divert sure feel connection character end get kill,32
2.0,138972,review_126790609,Adult,Literary fiction,2.0,good press fact good lack depth respect example superficiality protagonist thought superficial genius convincing,14
2.0,188248,review_1033313109,Adult,Popular fiction - crime/mystery,2.0,write review retrospectively notice give book head star book star read mean detailed review want clarify probably give star review case see respect review think crazy erratic goodreads rating book star base overall quality deserve solely actually like star review mean think fantastic amazing know change well cup tea complaint criticism feel right rating base emotion deserve little think book read feel cynical mean hate think suppose rough read pride thing push end look book great story great story feel good end feel torn spend space mind plenty story like forget book cup tea definitely like jameson shot star book recommend read,102
2.0,255060,review_544797022,Young adult,Popular fiction - general,2.0,know change rating current situation change try read book notice single exact book write different character use formula slight change plot overall weak story read time read probably go time read reread value think emotion get time read read book think read way read book author like know go lot hate sincerely feel man trick pony honestly remorse,58
2.0,99115,review_730523150,Children,Popular fiction - crime/mystery,2.0,fill tad cheese pun read book ask want stop read persist end cut tea book need fart joke feat daring,20
2.0,119692,review_510036,Adult,Literary fiction,2.0,believe suppose read history class college sure right course know get past matter write paper,15
2.0,180658,review_1183668950,Adult,Literary fiction,2.0,maddeningly uneven brilliant determined march single moment plot necessary final scene glad read look southeast asian jamaican immigrant experience sure recommend,21
2.0,236958,review_1024293130,Adult,Popular fiction - crime/mystery,2.0,favourite book read book pull engage play nasty trick mind take read struggle total good book yes good book like fast pace action pack thriller mystery psychological drama move slow novel guess strength weakness slow pace allow clear picture allow insight life mind character care background information want answer question want mystery suspense want know good,56
2.0,124323,review_1000119067,Adult,Popular fiction - crime/mystery,2.0,believe book stay number long boring great plot poor execution horrible ending disappointing,13
2.0,183907,review_76067823,Adult,Popular fiction - crime/mystery,2.0,think expect disappointed lady set detective agency happily listen gossip people share figure solve strong word change life well enjoy read book culture unfortunately think book stereotype idea real example man lazy man slobs impossible trust man faithful woman topic discuss vast detail especially handsome nice smile stereotype write time woman enviable short fat large big boned fat overweight make woman attractive man give air understanding friendship woman enjoy story case interesting truth intersperse ending satisfy story carry book end story perfect powerful ending book book end rate book,89
2.0,206871,review_1216201870,Young adult,Popular fiction - fantasy,2.0,live meggie call dad make book read stand window run room tell room say right say go door come easedroppe word introduce dustfinger tell bed tea dustfinger meggie listen door dustfinger leave go meggies aunt house stay secret know day come take capricorns village book,45
2.0,252633,review_831465585,Adult,Popular fiction - historical,2.0,like start say author write book choose book club belong choose read start immediately draw main character desire read get page author choose jump ahead life indication find confusing take page figure happen point feel lost addition character track difficult confusing author character name instead singular easy follow book,49
2.0,157220,review_24015139,Adult,Literary fiction,2.0,probably sound foolish prefer movie brother clearly borrow existential novel prefer nausea day try,14
2.0,184094,review_101275328,Adult,Popular fiction - crime/mystery,2.0,part book entertaining draw bit story end feel like start beginning especially slow start jump story pick little middle jump liking hate finish series know read,26
2.0,89251,review_136035766,Children,Popular fiction - fantasy,2.0,weird book plot meander seemingly real purpose set go set bound bound creativity,13
2.0,133607,review_1563196189,Adult,Literary fiction,2.0,hurler average hurler book irritate end fling wall frustration shot putt hurl weigh page eco write dialogue sub editor britannica serial killer pen speech sermon stilted perpendicular ground stiff double arthritis narrative walk limp hump dole rheumatic lump doctrinal gristle merciless detail way choke way imagine play bumble adso honestly film book far superior music well start flash bare close see god reveal earth go telegraph clunkily mean honestly invert womanly hand finger hell womanly finger effete member prance mountain local nail bar parade fluoro acrylic nail extension scriptorium womanly hand hand literally gay ineffectual wrist finger debone accordingly grasp clutch have effect limp cod fillet flap end sleeve spoonfe manage focus open mouth time spoon feminine eye gum flutter like hammer fanatic have migraine trudge dull university lecture masquerade murder mystery blame able read latin way advantage fact serve compound painful ordeal look away seek temporary respite endnote bad end start resent writer book suggest well rose wow medieval history catholicism theology semiotic architecture spritely novice seek fleshly solace cassock ingredient good book eco turn gold flaccid dross amen like book,182
2.0,201453,review_2845455298,Children,Popular fiction - general,2.0,diary wimpy kid follow middleschooler go landmine middle school friend adventure evade angry teenager sneak violent game parent struggle issue strain friendship breaking point diary wimpy kid annoying read terribly write fact pretty decent format protagonist horrible person pain read repeatedly terrible thing young brother good friend refuse admit guilt event apparently constantly insult friend intelligence torment small child prideful selfish kid perfectly understandable person school stand constant bullying guise friendship finally happy leave hope make mistake friend middleschooler suppose relate protagonist sad author negative view middleschooler definitely annoying childish child expect bit childish word rarely encounter child unambiguously terrible finally good accident end book hope grow character later book certainly content warning foul language violence sexual content,118
2.0,199578,review_1009866339,Young adult,Popular fiction - general,2.0,know book lot fan people love actually think interesting lot people recommend maybe think like sad romantic book actually intend read glance friend people insist start read free time page boring think stop read time bored hazel life point view maybe disease negative depress know feel depressed book sad enjoy dislike book emphasize have boy life well see point boring life maybe part okay will not recommend like depress story,70
2.0,207092,review_116144763,Young adult,Popular fiction - fantasy,2.0,try finish book pick book love opinion match beginning good story go start care happen character plot unfold help book drag scene feel story minding wandering realize importance scene book,30
2.0,127934,review_937114042,Young adult,Popular fiction - general,2.0,disappointed book think rate lot enjoy beautiful cancer story part book boring fact keep go book love uninteresting know main part book kind ruin book overall enjoy book time force cry cry way write teen preteen overall star,38
2.0,125860,review_346932620,Adult,Literary fiction,2.0,painful oh oh book consider brilliant incest magic attachment care character sense,12
2.0,182077,review_1399313444,Adult,Popular fiction - crime/mystery,2.0,give book star purely finish easy think jump invest time want star tough review terrible book story interesting character certainly interesting problem fool story plot twist turn execute important start realize craft build strong narrative ok instead spend time annoy waste time bad hate book like say character interesting interesting wow actually think character believable way want build story twist turn need create root interest want reader emotionally attach forget fact lie want good guy win character book make constant misdirection lie tired boring care alive awful awful people ok book fun big issue invest time story like want walk away feel like fun ride book attempt rollercoaster ride end like tea cup final twist completely fall flat author actually realize attempt justify hole story actually acknowledge dialog pre emptively satisfy question miss big hole imaginable glaring unbelievably obvious destroy entire premise actually convince dock extra star normally book finish star justified recommend,153
2.0,180592,review_2018868824,Adult,Literary fiction,2.0,expect lot honestly find tangent distract storyline think theme interesting story punch address theme,14
2.0,62362,review_470673700,Adult,Popular fiction - crime/mystery,2.0,book take time read interest halfway book disappointed hear good thing author cut lot detail beginning think well read twist interesting bad lose prior,24
2.0,9405,review_1181302634,Adult,Popular fiction - crime/mystery,2.0,bore recommend book drag jump think story excerpt diary thought,10
2.0,117986,review_2100610807,Adult,Popular fiction - historical,2.0,soooo love king novel read want like sort writing exhaust main character surprise author rarely refer say dialogue multiple s get terribly confusing find rereading portion try follow say narrative devolve stream consciousness dive memory daydream unnecessarily vague hard follow content good intimate portrait huge historical figure ending run bit long book think read,54
2.0,178893,review_2377949882,Children,Popular fiction - fantasy,2.0,maybe miss train read old opinion book interesting character t great plot hole grow adore fast book,17
2.0,90414,review_607014129,Adult,Literary fiction,2.0,suppose love book interesting section honestly book painfully boring ream useless description exposition author write character exercise idea head man forget write actual book book like homework finish think,29
2.0,279411,review_1980463700,Adult,Literary fiction,2.0,give time forward movement slow real ending happen offred handmaid anticlimactic,11
2.0,93352,review_193615166,Adult,Literary fiction,2.0,difficult read recommend book slow hard follow find reluctant pick continue finally give quit book try movie,17
2.0,232868,review_1248571511,Children,Popular fiction - fantasy,2.0,high expectation book bad spectacular,5
2.0,184819,review_678808644,Adult,Literary fiction,2.0,take start book acquire long strange extinction glad finish purpose book bit vague grab,14
2.0,258725,review_2791298262,Adult,Popular fiction - historical,2.0,good ok maybe lose translation persevere think well remind teenager diary lament friend drift apart rave dull language,18
2.0,218178,review_2683088731,Adult,Literary fiction,2.0,bear box match inside strike need oxygen candle help case oxygen example come breath person love candle kind food music caress word sound engender explosion light match moment dazzle intense emotion pleasant warmth grow fade slowly time go new explosion come revive person discover set explosion order live combustion occur ignite nourish soul fire short food find time set explosion box matches dampens single match light,66
2.0,60528,review_1900266641,Adult,Literary fiction,2.0,personally big fan novel find bland read novel find unable book want know feeling like character boring juvenile opinion interesting think,21
2.0,156410,review_2258547192,Adult,Literary fiction,2.0,describe cornerstone manque modern european literature hope boring lifestyle young man centre certainly achieve boredom reader silly write book,19
2.0,35569,review_778571397,Adult,Literary fiction,2.0,feel compel justify rating book briefly read review novel wide web go label close minded inhuman philistine say general opinion book okay page mark start question actually want read book find take holiday read word suffer aesthetic battle fatigue time pick sure section beautiful writing glorious imagery stylistically novel god awful exhausting feel read story write child line happen happen happen awhile mind eye glaze read paragraph time reflection minor fault complaint unfortunately novel style mean grow increasingly despondent story inhabitant end simply stop care,85
2.0,91098,review_2773445005,Adult,Literary fiction,2.0,think book classic benefit someway finish wonder dumb understand happen book nonsensical,12
2.0,6061,review_1684048495,Adult,Popular fiction - historical,2.0,expect love like love absolutely impact friendship like character book particularly happy like head direction love idea book span decade life friend ton character book give epic feel warmth hold sequel,31
2.0,258500,review_1965555875,Adult,Popular fiction - historical,2.0,book keep go read positive review lot story find believable definitely interested continue read series,15
2.0,146498,review_584127100,Adult,Literary fiction,2.0,little boy send live tell previous life set find answer question,11
2.0,213124,review_13408318,Adult,Literary fiction,2.0,extremely difficult read author style liking character story weird,9
2.0,170670,review_1620489163,Adult,Literary fiction,2.0,novel essay formal academic paper working totalitarian politic novel judge gosh enjoy unpopular opinion review blog come discuss let nice,20
2.0,91005,review_1669299632,Young adult,Popular fiction - fantasy,2.0,think enjoy lot read child child book let imagination conjure actual scene see dark chilling maybe translation find fairly unexcite read read fairlytale maybe simple sort narrative book grab read child visit adult think way round,36
2.0,20153,review_2872680781,Adult,Literary fiction,2.0,book agonizingly slow character drive drudgery author lovely writer talent want read page find dread pick hope happen start care self center unlikable character finally give relieved enjoy insight nigerian culture difference culture african immigrant african americans character develop get bored tedium self centeredness end care read bleh,48
2.0,225451,review_924260502,Adult,Literary fiction,2.0,offre main character handmaid state totalitarian offred job bear child able offred serve commander married month timing right offred sex commander hold hand order attempt conceive child commander offre right extremely restricted constantly watch extremely strict police force like book boring dull write opinion extremely difficult author style repetitive obviously believable hard book involved like book society feel accept book cautiously unnerving sense cause future character name weird setting describe recommend book friend dull,74
2.0,61926,review_1074486808,Adult,Popular fiction - crime/mystery,2.0,sure spoiler tag thing read quickly reason mom read want movie think book mean read quickly mystery push forward feel need say reason give star quality writing story necessarily character development feel read book feel awful core terrible terrible relationship current long distance status future undefined collapse marriage hateful spiteful monster break heart know want end know explosion blow like wrong solution leave theater utter word rarely pass lip think like movie well come but okay change detail leave thing ensure movie long feel movie nice hear venomous thought woman attempt sway reader like well lie lose negative contribution marriage event book,102
2.0,37930,review_15839113,Adult,Literary fiction,2.0,couple chapter know great story maybe mood read love,9
2.0,46277,review_222093331,Adult,Literary fiction,2.0,quick read weird guess sci fi fan,7
2.0,35792,review_21042640,Adult,Literary fiction,2.0,structure awesome content short fiction great,6
2.0,116790,review_151277996,Children,Popular fiction - fantasy,2.0,sadly book short detail good fantasy deserve long short story writing translation smooth readable stand female character fail,18
2.0,34732,review_930941043,Young adult,Popular fiction - fantasy,2.0,slow beginning force read interesting concept blood chronograph interesting get well end require patience real page turner okay,18
2.0,137194,review_2047688602,Adult,Literary fiction,2.0,initial thought write part story disturbing look entertainment disturb actually enjoy story fact enjoy middle book main character serial killer rest character little way redeem quality winner far average rating dnf point close end,34
2.0,11151,review_1593985440,Adult,Literary fiction,2.0,hate book bring like poignant insightful moment feel tedious lot time feel like work end glad check box,18
2.0,185325,review_2372041801,Adult,Literary fiction,2.0,novel praise endure work reflect latin american history culture magical realism genre cloud especially audiobook need buy copy note inside sit digest,22
2.0,194476,review_3079914328,Adult,Popular fiction - historical,2.0,try good read patiently slow beat hype,7
2.0,119930,review_1393033156,Adult,Literary fiction,2.0,star read english class completely honest impressed fact require read schedule blaze like hope horrible reading slump know accomplish require read particularly enjoy choose read,25
2.0,78358,review_613375052,Young adult,Popular fiction - general,2.0,think good writer narration description thing like history book boring feel feeling bad book world read sleep ok,18
2.0,266968,review_360390122,Adult,Literary fiction,2.0,high hope feel like see book list sadly simply okay interesting concept love description impress recommend,16
2.0,66025,review_2168601360,Adult,Literary fiction,2.0,japanese novel okay resonate find classic book list try,9
2.0,282353,review_1268722734,Adult,Literary fiction,2.0,read book socratic salon share feeling book push dutch market win award read dutch author use language tend annoy anxious pick book story lot disturbing thing go son involve thing take long time reveal diner proceed think lifr influence family tired brother run prime minister brainless lot thing thst disturb negativity display go tell exactly give detail behaviour character find annoying time prominent weird like find think,67
2.0,264142,review_1203274509,Adult,Literary fiction,2.0,round review suppose super deep stuff kind slog bleak hell guess go certainly click,14
2.0,133460,review_1724222247,Adult,Literary fiction,2.0,sigh ending incredible enjoy read laborious struggle sorry sorry sorry,10
2.0,233587,review_2195085490,Children,Literary fiction,2.0,read book people keep tell cause good excellent review explain book book spark feeling form allegory metaphor go book enjoy time,21
2.0,236494,review_1857393386,Young adult,Popular fiction - general,2.0,honestly enjoy book clichã like romance book publish use idea have character cancer patient excuse kill main character story end,20
2.0,82240,review_300536363,Adult,Popular fiction - historical,2.0,love writing style complete idiot reference people place thing go way head difficult follow basic plot study aids background time era help unfortunately need help able fully enjoy book sure wonderful read know italian,34
2.0,71216,review_1505996982,Adult,Popular fiction - crime/mystery,2.0,new author pull story lot extra information need,8
2.0,119896,review_1376048676,Adult,Literary fiction,2.0,interesting examination pre colonial particularly term gender dynamic unfortunately narration distant quality connect character,14
2.0,254412,review_2364928298,Adult,Literary fiction,2.0,obviously major appeal commentary dystopian future foremost commentary politic human condition horror story deserve good respect personally want book tend read book tell story learn new thing feel like read depth story animal abuse yes happen real life yes terrible mean exactly keen read entire book describe process excruciate detail listen audio version book commute work thing want listen description man torture scream ear get old pretty quick look book san political commentary plot sub par majority length attribute description evil party perform evil motivation evil point stupefy find spend drive listen book book go advance plot description fake news story low class stupid recommend book discuss read book need talk analyze consider aspect book read have nice time afraid low rating enjoy give opportunity properly discuss real time solo listener commute disappointment,133
2.0,20186,review_951327255,Adult,Literary fiction,2.0,excitement precede reading book huge fan half yellow book teach emotion comprehend fully take grant book leave heart little flutter think yellow sun book read author blind opulence think set disappointment start splendidly lot resonate depiction life high school world country bear resemblance lead world country savor build anticipation rest book breeze page enjoy move observation raw true change character change fast wrap head come novel know know point novel make sense easy understand person grow completely different country return home country sure surprised visit arrange parent visit appear run away family obinze right nigeria obinze high school friend come circle fail reason return precipitate racism race relation feel choice make leave sad elaborate reader understand motivate return primarily race say stop feel black moment get plane ask blog race selling point book race relation important leave unbaked observation blog post mere observation fail blog popular excerpt publish maybe novelty have blog specific period time way praise herald content deep exploration race relation horrible book feel rushed shallow need explorative leave feel unsatisfied love story specifically ending book candy handle allow away lot hurt people hardly hold responsible care love story read book context character secondary main plot hugely disappointed love basically primary plot book way reason dissatisfaction,208
2.0,227651,review_2728967876,Children,Popular fiction - fantasy,2.0,great plot great movie great like writing style problem suppose,10
2.0,191604,review_2455058667,Adult,Literary fiction,2.0,digression monologue architectural description medieval theology language speak read property gemstone obscure philosophical point etc end skip page book murder mystery glad read will reread seek rest author work,29
2.0,177660,review_80375238,Adult,Popular fiction - historical,2.0,disappoint book positive review read dense spend lot time try decode writing definitely great storyteller get book constant point view switching,21
2.0,198022,review_2864174461,Young adult,Popular fiction - general,2.0,read book whim popular work hear mixed opinion want experience fine go nitpick nuance middle grade book analyze adult perspective point help personal perspective sibling syndrome family experience relatable mad mad stranger stare public time feel like need bother book pointed effort distance comparison find make repeatedly remind special need say cognitive disability true put concept reprehensible thing put alienate novel pride spread message acceptance middle schooler think find narrative confusing upsetting book imagine like age find end hokey annoying fit rest book time mean normal kid want treat normally end get special award graduation ceremony existing clap cry unnecessary lampshade like ordinary kid need award pleased single special school find patronize concept definitely come mind maybe analyze mean happy ending kid deep think read middle schooler find end bit put age,132
2.0,20813,review_1357290878,Adult,Literary fiction,2.0,hard time decide rate book appreciate tell story completely unlike experience enjoy see world different perspective find different setting interesting book love see place eye character feel like main plot interrupt long opinionated section keep stay involve story constantly hope know character well decide factor like main character deal problem life choice feel learn grow mistake well choice time actually like book,62
2.0,241953,review_2734037471,Adult,Literary fiction,2.0,book well finish author smart way construct book bit boring part,11
2.0,228781,review_1187483906,Adult,Popular fiction - historical,2.0,buy book cover intrigue know story pleasure take ride reader experience emotional philosophical turmoil mind stop read altogether story start slow long wonder right explore sound mind feel regard action love book hide nook reader discover bury truth understand movie trailer look appealing sort like style writing maybe deep kind reading maybe try work hopefully enjoy,56
2.0,206991,review_2666284161,Young adult,Popular fiction - fantasy,2.0,love good metaphor girl limit think hit wall start roll eye book loooooooooooong long need twist turn story far interested thing premise fantastic want love idea know time solution reach happy book need neat tidy ending need satisfying ending end,40
2.0,46201,review_2963110280,Adult,Literary fiction,2.0,bother look forward hype massive flop section take way long thing get little interesting middle expect far worse actually reveal pace quicken exciting page sort fizzle recommend,27
2.0,30433,review_1212085003,Adult,Literary fiction,2.0,know love book draw need find dialog dull,8
2.0,219358,review_2366944225,Adult,Literary fiction,2.0,star imagine read novel mindblowe idea life inherently absurd deeply liberate mire tradition oppressive weight social convention read novel teenager discover rule hand parent nonsensical arbitrary report post modern trench have grow time restlessness revolution anxiety uncertainty think absurdity slender reed hang entire philosophy suggestion character arab character little prop like mangy dog main character forge dour belief bum lot say enjoy stark prose,64
2.0,183026,review_530087327,Adult,Popular fiction - crime/mystery,2.0,star star feel generous star slow slow slow start maybe cuz particularly like person narration end sadly unsatisfactory ok change mind star great movie,24
2.0,150608,review_1484470888,Adult,Popular fiction - historical,2.0,read school book get mad skipping class read trip get mad leave note hotel skip promotion mess stuff trial hide spoiler,21
